model,condition,idx,cluster,answer_words,pc1,pc2
r1_onevision,clean,9017,2,46,0.01612318669681486,-0.04770570131759229
r1_onevision,clean,9018,2,45,0.019620999833430332,-0.0614505236539915
r1_onevision,clean,9019,4,265,0.04953942237784875,-0.15617941153045037
r1_onevision,clean,9020,7,215,0.04634760973351708,-0.13654528060615173
r1_onevision,clean,9021,4,123,0.038330527929606416,-0.12425347185170171
base_llama,zoom_blur,1001,0,136,0.04788171997959439,-0.1595000837807326
base_llama,zoom_blur,1002,7,290,0.045407801347545414,-0.11461160362638145
base_llama,zoom_blur,1003,2,66,0.030489819008861274,-0.09119992124158936
base_llama,zoom_blur,1004,2,63,0.03324095950332648,-0.09709526305914279
base_llama,zoom_blur,1005,8,79,0.11357560417085111,-0.13187796609416602
base_llama,zoom_blur,1006,8,72,0.03204046957458864,-0.08905382037262892
base_llama,zoom_blur,1007,2,60,0.0254076945145806,-0.0788382113751963
base_llama,zoom_blur,1008,7,173,0.023032441961688587,-0.07078992489280386
base_llama,zoom_blur,1009,6,86,0.08489290666039429,-0.18801294100831795
base_llama,zoom_blur,1010,8,64,0.06334743843978376,-0.11002049751971645
base_llama,zoom_blur,1011,2,84,0.023980951923523952,-0.08065170196404343
base_llama,zoom_blur,1012,7,69,0.06201354898534682,-0.09552718723155627
base_llama,zoom_blur,1013,8,88,0.09161610867335857,-0.1357671857609799
base_llama,zoom_blur,1014,8,83,0.12092313081929362,-0.1414577367445688
base_llama,zoom_blur,1015,8,70,0.019421619802230023,-0.060298495328035696
base_llama,zoom_blur,1016,8,81,0.08046466580748048,-0.10437062800092858
base_llama,zoom_blur,1017,8,357,0.0830185489712669,-0.15223442964484263
base_llama,zoom_blur,1018,2,62,0.03208411675115276,-0.09618255361255679
base_llama,zoom_blur,1019,0,409,0.03682264295912593,-0.12430345700322942
base_llama,zoom_blur,2001,6,371,0.05697533321735929,-0.14484066168527207
base_llama,zoom_blur,2002,0,25,0.019544245524218674,-0.06184304634493495
base_llama,zoom_blur,2003,2,65,0.01953235405025777,-0.06469329067276192
base_llama,zoom_blur,2004,0,95,0.02932260047782723,-0.08796845972550481
base_llama,zoom_blur,2005,5,85,0.016976570471377326,-0.050336030560214705
base_llama,zoom_blur,2006,6,121,0.040184820370930505,-0.08685177679494534
base_llama,zoom_blur,2007,0,137,0.039922343911945476,-0.13638065654646156
base_llama,zoom_blur,2008,6,334,0.06603302371801091,-0.20067754292542472
base_llama,zoom_blur,2009,6,262,0.0862738953835413,-0.16237603542219806
base_llama,zoom_blur,2010,6,85,0.04060205646487246,-0.11580979856967354
base_llama,zoom_blur,2011,2,431,0.020149772304530723,-0.06861102284800577
base_llama,zoom_blur,2012,4,118,0.010179730317448241,-0.034443299210945286
base_llama,zoom_blur,2013,2,98,0.04463656544118449,-0.1318488810667798
base_llama,zoom_blur,2014,8,322,0.048351128169537454,-0.1353334309475609
base_llama,zoom_blur,2015,8,25,0.02961824288595755,-0.0770383841793655
base_llama,zoom_blur,2016,0,89,0.032812114410037355,-0.11347392708287472
base_llama,zoom_blur,2017,2,147,0.047565148497116835,-0.14680874848841935
base_llama,zoom_blur,2018,6,227,0.049054246162900814,-0.15118342437024068
base_llama,zoom_blur,3001,3,274,0.08772728236619785,-0.07523804078248698
base_llama,zoom_blur,3002,6,52,0.029741818463120906,-0.09507252181628438
base_llama,zoom_blur,3003,2,84,0.04266862012735539,-0.1259536081747424
base_llama,zoom_blur,3004,7,6,0.1306874748515048,-0.023432039055260742
base_llama,zoom_blur,3005,2,68,0.026784522709596397,-0.08402277603728016
base_llama,zoom_blur,3006,7,125,0.047498623139271556,-0.05425366176757731
base_llama,zoom_blur,3007,4,374,0.09137729174505113,-0.1275043261537925
base_llama,zoom_blur,3008,7,87,0.038320665974191495,-0.1169191963029161
base_llama,zoom_blur,3009,9,310,0.0434025603785612,-0.13050345166146357
base_llama,zoom_blur,3010,2,172,0.03749293792057661,-0.12487552000222615
base_llama,zoom_blur,3011,2,47,0.013735456781081677,-0.0475316875723521
base_llama,zoom_blur,3012,2,62,0.03377073504035348,-0.10435414973928883
base_llama,zoom_blur,3013,6,79,0.021373977564984135,-0.06807069680728874
base_llama,zoom_blur,3014,2,58,0.03143906611825183,-0.10040324640842506
base_llama,zoom_blur,3015,7,366,0.03507126391740053,-0.10855226844454274
base_llama,zoom_blur,3016,2,61,0.01870822482181633,-0.05571417490668616
base_llama,zoom_blur,3017,5,91,0.012205269350342057,-0.03810831454288985
base_llama,zoom_blur,3018,2,71,0.04408148192440127,-0.08442021427401009
base_llama,zoom_blur,3019,5,234,0.01979003933726445,-0.06356149453119461
base_llama,zoom_blur,3020,4,50,0.0218577222158942,-0.06388944053415466
base_llama,zoom_blur,4001,2,89,0.057365069913523505,-0.10642530072458954
base_llama,zoom_blur,4002,2,75,0.03890233221522272,-0.12244395685049662
base_llama,zoom_blur,4003,6,156,0.042661962747363814,-0.12999135433095932
base_llama,zoom_blur,4004,0,133,0.031659036530523266,-0.1015547436642165
base_llama,zoom_blur,4005,6,77,0.019629669702622626,-0.0667810330644361
base_llama,zoom_blur,4006,3,81,0.07748290567628525,-0.10772685740179337
base_llama,zoom_blur,4007,2,177,0.049673094623878485,-0.14569218134710268
base_llama,zoom_blur,4008,7,228,0.07600803022888822,-0.15037610368636706
base_llama,zoom_blur,4009,9,233,0.0519376531700665,-0.12105337949811178
base_llama,zoom_blur,4010,9,76,0.028024448696441745,-0.08455564112169688
base_llama,zoom_blur,4011,0,120,0.03809253218157694,-0.127803056295469
base_llama,zoom_blur,4012,0,281,0.053827848465557826,-0.1766417528504701
base_llama,zoom_blur,4013,6,49,0.01862662878465352,-0.06050411951427193
base_llama,zoom_blur,4014,8,20,0.08538706530488506,-0.09025081160535725
base_llama,zoom_blur,4015,5,309,0.013144463348028743,-0.041254684788230266
base_llama,zoom_blur,4016,7,64,0.029640355979264447,-0.08871920924063982
base_llama,zoom_blur,4017,2,149,0.052838448554035244,-0.11841160829675967
base_llama,zoom_blur,4018,7,205,0.03585665862202995,-0.10955630201676246
base_llama,zoom_blur,5001,5,53,0.006013377026697447,-0.020698736469353423
base_llama,zoom_blur,5002,7,41,0.05195684968462284,-0.059540498860091995
base_llama,zoom_blur,5003,5,103,0.029631362526170296,-0.08929235955319961
base_llama,zoom_blur,5004,1,15,0.9421449429585216,0.3250097863166272
base_llama,zoom_blur,5005,8,31,0.03623597446657311,-0.09274067789306219
base_llama,zoom_blur,5006,5,455,0.04697249704698735,-0.09528339069235159
base_llama,zoom_blur,5007,5,289,0.048683446082734116,-0.08246948487074365
base_llama,zoom_blur,5008,2,69,0.04103995215604539,-0.06917244706628665
base_llama,zoom_blur,5009,1,15,0.9421449429585216,0.3250097863166272
base_llama,zoom_blur,5010,1,15,0.9421449429585216,0.3250097863166272
base_llama,zoom_blur,5011,5,232,0.03282269350041506,-0.1056366837725149
base_llama,zoom_blur,5012,9,227,0.03878478459351976,-0.12644782187912185
base_llama,zoom_blur,5013,5,23,0.005919632120421732,-0.016506214997573886
base_llama,zoom_blur,5014,5,56,0.022420270082433028,-0.07472986893387407
base_llama,zoom_blur,5015,5,138,0.03611665723322018,-0.11390916931974901
base_llama,zoom_blur,5016,1,14,0.9421449429585216,0.3250097863166272
base_llama,zoom_blur,6001,2,184,0.04934476949149538,-0.16242901550225802
base_llama,zoom_blur,6002,6,304,0.040333034835512545,-0.1096194475399269
base_llama,zoom_blur,6003,5,353,0.08090640252101754,-0.13911331082502582
base_llama,zoom_blur,6004,9,416,0.0958921634938183,-0.2025759766723257
base_llama,zoom_blur,6005,9,434,0.16051226094437065,-0.23820038293471954
base_llama,zoom_blur,6006,7,333,0.06074237475389991,-0.18285496181882865
base_llama,zoom_blur,6007,9,394,0.12147222069375155,-0.2102379135496586
base_llama,zoom_blur,6008,9,248,0.09915745736794207,-0.21437671686468407
base_llama,zoom_blur,6009,5,62,0.01965801864789167,-0.07023508149689457
base_llama,zoom_blur,6010,9,361,0.0662428874242572,-0.17566319266628808
base_llama,zoom_blur,6011,9,205,0.06192421531716088,-0.15061726697569497
base_llama,zoom_blur,6012,5,139,0.020682886471239538,-0.06843190335868521
base_llama,zoom_blur,6013,0,196,0.05169541964527181,-0.15696606544816372
base_llama,zoom_blur,6014,2,102,0.0395482498437971,-0.12686758030190148
base_llama,zoom_blur,6015,5,64,0.01855514403431339,-0.06269789797236876
base_llama,zoom_blur,6016,9,442,0.10340832938155405,-0.2327830499586084
base_llama,zoom_blur,6017,9,387,0.07772531517780937,-0.18434774236461499
base_llama,zoom_blur,6018,2,97,0.042015244725336756,-0.11933389378498106
base_llama,zoom_blur,7001,7,209,0.039934001239347906,-0.12542666272633698
base_llama,zoom_blur,7002,7,83,0.07808803638582416,-0.15967768125832232
base_llama,zoom_blur,7003,5,260,0.021693325234356013,-0.07045332360245399
base_llama,zoom_blur,7004,5,227,0.023005819162178084,-0.07268540832658173
base_llama,zoom_blur,7005,9,66,0.027364731283507044,-0.08366391746334505
base_llama,zoom_blur,7006,9,332,0.09823956827405046,-0.20525857035846537
base_llama,zoom_blur,7007,0,339,0.08741138891578869,-0.15619128394681298
base_llama,zoom_blur,7008,2,208,0.06654799322896285,-0.1550541250819931
base_llama,zoom_blur,7009,9,429,0.09251720246378087,-0.17455834313008778
base_llama,zoom_blur,7010,7,1178,0.008661417916645967,-0.027705485876259903
base_llama,zoom_blur,7011,9,73,0.0808705239963787,-0.1554269492642356
base_llama,zoom_blur,7012,7,217,0.043581375735936324,-0.12430730370887329
base_llama,zoom_blur,7013,5,103,0.05525182982202647,-0.10897739185961361
base_llama,zoom_blur,7014,1,15,0.9421449429585216,0.3250097863166272
base_llama,zoom_blur,7015,9,415,0.0998876605183527,-0.22188649289781393
base_llama,zoom_blur,7016,5,67,0.14466511865257484,-0.09673530096072129
base_llama,zoom_blur,7017,2,37,0.022412617778091788,-0.07213125911618552
base_llama,zoom_blur,7018,9,94,0.05264216677367515,-0.09380067773986386
base_llama,zoom_blur,7019,3,169,0.057298791965003086,-0.1279460812138003
base_llama,zoom_blur,7020,2,105,0.021840098763338187,-0.07169882892600651
base_llama,zoom_blur,8001,9,65,0.06183967191496581,-0.09686360503361173
base_llama,zoom_blur,8002,2,37,0.013060508440405922,-0.04451340194453694
base_llama,zoom_blur,8003,2,40,0.03343446856202924,-0.10140831016792148
base_llama,zoom_blur,8004,8,224,0.05916997177791561,-0.13758347526868955
base_llama,zoom_blur,8005,8,113,0.02849051625708075,-0.07999082035346053
base_llama,zoom_blur,8006,2,63,0.010973620716255388,-0.03655067684656794
base_llama,zoom_blur,8007,0,138,0.026584217682472322,-0.08629589125472999
base_llama,zoom_blur,8008,0,276,0.055696689903387255,-0.09700300170663427
base_llama,zoom_blur,8009,2,69,0.03305650085966524,-0.10271318911040929
base_llama,zoom_blur,8010,5,163,0.031376102729594416,-0.10404756340014545
base_llama,zoom_blur,8011,8,5,0.3980552190459622,-0.03833127976780364
base_llama,zoom_blur,8012,9,276,0.09054289468871769,-0.2324684812038205
base_llama,zoom_blur,8013,8,66,0.09509828960297799,-0.11098565563716263
base_llama,zoom_blur,8014,2,138,0.053320829192087575,-0.16342970021170933
base_llama,zoom_blur,8015,0,1877,0.006238836164932603,-0.018742388822005174
base_llama,zoom_blur,8016,7,111,0.05957791105574226,-0.12127861162792213
base_llama,zoom_blur,8017,9,212,0.04450772738157019,-0.12884197643470965
base_llama,zoom_blur,9001,2,24,0.03423317835606747,-0.10110098810231145
base_llama,zoom_blur,9002,2,139,0.03874908857607398,-0.1273860025115375
base_llama,zoom_blur,9003,2,108,0.03076568687696751,-0.10164152557169473
base_llama,zoom_blur,9004,4,344,0.06386449506886076,-0.13197324717182327
base_llama,zoom_blur,9005,4,130,0.044035378360664984,-0.14574368810028895
base_llama,zoom_blur,9006,7,186,0.08527340144723393,-0.1366356933861316
base_llama,zoom_blur,9007,6,147,0.04411199977809897,-0.14416370223631267
base_llama,zoom_blur,9008,0,182,0.018598324630480882,-0.058216887535184475
base_llama,zoom_blur,9009,4,92,0.029032431252229075,-0.09696866977188404
base_llama,zoom_blur,9010,9,71,0.059058063585452326,-0.09935517078841932
base_llama,zoom_blur,9011,8,50,0.0806007565659619,-0.13553464781100638
base_llama,zoom_blur,9012,8,12,0.09254409015133308,-0.04072068945445869
base_llama,zoom_blur,9013,7,157,0.08351028138728324,-0.1587141685795223
base_llama,zoom_blur,9014,0,94,0.032296253179067536,-0.10194772006416226
base_llama,zoom_blur,9015,5,12,0.003751604119005618,-0.013392410228033853
base_llama,zoom_blur,9016,4,140,0.04905124143831874,-0.15006424856211784
base_llama,zoom_blur,9017,2,46,0.033219170300792765,-0.09842847822863539
base_llama,zoom_blur,9018,7,86,0.03216135013026483,-0.09502087049494326
base_llama,zoom_blur,9019,4,333,0.05277343229072525,-0.16140411784570732
base_llama,zoom_blur,9020,7,85,0.03990679889733144,-0.11238292562712504
base_llama,zoom_blur,9021,9,112,0.05012619708299977,-0.1474260649978505
llava_cot,zoom_blur,1001,7,113,0.044802054091282406,-0.1383668618053624
llava_cot,zoom_blur,1002,7,117,0.05069933099683172,-0.1482694114151309
llava_cot,zoom_blur,1003,2,90,0.038647994306236964,-0.11980388823299833
llava_cot,zoom_blur,1004,2,80,0.03190035354285237,-0.09779228557059624
llava_cot,zoom_blur,1005,8,105,0.0841458807088025,-0.13800621484672637
llava_cot,zoom_blur,1006,5,13,0.008847868910675655,-0.028599791493553038
llava_cot,zoom_blur,1007,2,102,0.05744037437854013,-0.11152074078380914
llava_cot,zoom_blur,1008,7,150,0.0195028823447666,-0.06449875659752737
llava_cot,zoom_blur,1009,6,94,0.030954009165981032,-0.09771999094142424
llava_cot,zoom_blur,1010,7,101,0.032345531480245285,-0.10120141375597119
llava_cot,zoom_blur,1011,8,37,0.07944609300319641,-0.09792415567954334
llava_cot,zoom_blur,1012,9,64,0.02686722186774366,-0.07727815539559295
llava_cot,zoom_blur,1013,5,0,0.0,0.0
llava_cot,zoom_blur,1014,8,44,0.05025606679825365,-0.1380380125540867
llava_cot,zoom_blur,1015,8,102,0.05424783977758311,-0.1113747732737782
llava_cot,zoom_blur,1016,7,278,0.0484827626691389,-0.14928477205773638
llava_cot,zoom_blur,1017,8,98,0.09215464992450975,-0.12671535694164787
llava_cot,zoom_blur,1018,2,97,0.031926839620948874,-0.09483541501647272
llava_cot,zoom_blur,1019,0,136,0.048210413160841355,-0.1114568392992971
llava_cot,zoom_blur,2001,6,104,0.044183013290866,-0.14111190742588633
llava_cot,zoom_blur,2002,7,35,0.01766100723344766,-0.055375775897629875
llava_cot,zoom_blur,2003,5,2,0.002157477410334519,-0.007881730415871507
llava_cot,zoom_blur,2004,8,32,0.08182576155319844,-0.12195449979455493
llava_cot,zoom_blur,2005,5,20,0.06368072442348745,-0.02156787659974593
llava_cot,zoom_blur,2006,6,226,0.03510171868808888,-0.08744480061843841
llava_cot,zoom_blur,2007,0,187,0.039793422786604374,-0.1350970779360614
llava_cot,zoom_blur,2008,6,101,0.03170375343668568,-0.09990957580666054
llava_cot,zoom_blur,2009,6,96,0.045269209177762795,-0.13943484104104137
llava_cot,zoom_blur,2010,6,336,0.08559954623362262,-0.1605729558051697
llava_cot,zoom_blur,2011,2,224,0.01786785346335282,-0.06129375357427671
llava_cot,zoom_blur,2012,5,1,0.0001056560257627649,-0.0004360110248964515
llava_cot,zoom_blur,2013,2,86,0.04163479034226224,-0.12801074710984445
llava_cot,zoom_blur,2014,8,162,0.03312611461139549,-0.09777663453743214
llava_cot,zoom_blur,2015,2,73,0.13902557205940966,-0.07672656571308362
llava_cot,zoom_blur,2016,0,153,0.04474317988579762,-0.14977015267319377
llava_cot,zoom_blur,2017,2,90,0.022297882544959794,-0.06848669043519443
llava_cot,zoom_blur,2018,6,232,0.054222401482223584,-0.16652324834178595
llava_cot,zoom_blur,3001,3,87,0.04959105181507711,-0.0870240517054704
llava_cot,zoom_blur,3002,6,88,0.040816882189388906,-0.12778197623639653
llava_cot,zoom_blur,3003,2,94,0.03178642641364772,-0.10301399054734872
llava_cot,zoom_blur,3004,5,62,0.03918937673211329,-0.10869677496976556
llava_cot,zoom_blur,3005,5,0,0.0,0.0
llava_cot,zoom_blur,3006,7,228,0.06320153597988867,-0.12205974600880169
llava_cot,zoom_blur,3007,4,196,0.08560033288881147,-0.1247306070336897
llava_cot,zoom_blur,3008,7,119,0.041391715422086785,-0.12821175000844134
llava_cot,zoom_blur,3009,8,19,0.08930015264245081,-0.08662179121272551
llava_cot,zoom_blur,3010,7,79,0.03605538367779171,-0.10856845955874497
llava_cot,zoom_blur,3011,2,1,0.0023386322881897535,-0.009359816818872367
llava_cot,zoom_blur,3012,7,237,0.06425707149374181,-0.16260667269042575
llava_cot,zoom_blur,3013,6,68,0.02851157964498488,-0.09047514778773648
llava_cot,zoom_blur,3014,5,266,0.03166574125262426,-0.0709095183887989
llava_cot,zoom_blur,3015,2,87,0.04690242551026897,-0.07989782339161006
llava_cot,zoom_blur,3016,2,47,0.02834751908148462,-0.08338882842944353
llava_cot,zoom_blur,3017,5,63,0.014587244221608096,-0.045403990521978875
llava_cot,zoom_blur,3018,2,118,0.029184186171560857,-0.09395067561887112
llava_cot,zoom_blur,3019,5,29,0.013933145027629084,-0.0443341628427058
llava_cot,zoom_blur,3020,4,66,0.019652509556051356,-0.05875894763842086
llava_cot,zoom_blur,4001,2,82,0.036328260438102215,-0.10826626919869299
llava_cot,zoom_blur,4002,2,103,0.027974611003321607,-0.08968519072446166
llava_cot,zoom_blur,4003,7,110,0.06750243668786678,-0.14101375510590633
llava_cot,zoom_blur,4004,5,3,0.005504807873115349,-0.018867368220987477
llava_cot,zoom_blur,4005,6,1,0.017093338230057924,-0.05902391493215092
llava_cot,zoom_blur,4006,3,181,0.11393613868891633,-0.10179943638868419
llava_cot,zoom_blur,4007,2,61,0.025847006945034428,-0.07748226005912656
llava_cot,zoom_blur,4008,7,106,0.06870437735523295,-0.13358572008027617
llava_cot,zoom_blur,4009,9,153,0.07137074697025993,-0.15930307127980217
llava_cot,zoom_blur,4010,9,107,0.06471529558522023,-0.10510903096983891
llava_cot,zoom_blur,4011,2,61,0.04680546021433941,-0.14406540416877447
llava_cot,zoom_blur,4012,0,120,0.03946825508293977,-0.1268044634856545
llava_cot,zoom_blur,4013,6,93,0.05265613512408887,-0.10904555511898818
llava_cot,zoom_blur,4014,5,1,0.00028750898298925495,-0.001137438000615115
llava_cot,zoom_blur,4015,5,0,0.0,0.0
llava_cot,zoom_blur,4016,7,87,0.029330652838982736,-0.09070643812261944
llava_cot,zoom_blur,4017,2,90,0.02689090078699556,-0.0847642680883127
llava_cot,zoom_blur,4018,7,97,0.035466382984218156,-0.10784223732470874
llava_cot,zoom_blur,5001,5,9,0.005352601007620379,-0.019519745100578998
llava_cot,zoom_blur,5002,7,132,0.07684918696293559,-0.12097706137656353
llava_cot,zoom_blur,5003,5,66,0.017450495487536157,-0.053223969987517085
llava_cot,zoom_blur,5004,5,105,0.04695349560591551,-0.08389191815212878
llava_cot,zoom_blur,5005,8,34,0.04933549396635096,-0.12491505505203337
llava_cot,zoom_blur,5006,5,120,0.03287613530411876,-0.10324611546014059
llava_cot,zoom_blur,5007,5,143,0.07379084781687244,-0.0701982204916055
llava_cot,zoom_blur,5008,2,125,0.021785365994273845,-0.06882920781810226
llava_cot,zoom_blur,5009,7,81,0.027526855923072285,-0.0850091865648992
llava_cot,zoom_blur,5010,7,221,0.053390619535857206,-0.16088750817868797
llava_cot,zoom_blur,5011,5,9,0.004771691054844737,-0.016135721433832868
llava_cot,zoom_blur,5012,9,293,0.04489028022489382,-0.14161363818525835
llava_cot,zoom_blur,5013,5,23,0.0032677566110444088,-0.010952136593326686
llava_cot,zoom_blur,5014,5,98,0.020923149278500506,-0.06939736204359659
llava_cot,zoom_blur,5015,5,46,0.026638977595217127,-0.08104999424391554
llava_cot,zoom_blur,5016,7,6,0.1306874748515048,-0.023432039055260742
llava_cot,zoom_blur,6001,2,95,0.03545863374395921,-0.1155548984161918
llava_cot,zoom_blur,6002,9,25,0.009812359577200124,-0.03329161991420843
llava_cot,zoom_blur,6003,5,123,0.04641068200217103,-0.0929494001546069
llava_cot,zoom_blur,6004,9,135,0.06767145669417693,-0.14977622758800885
llava_cot,zoom_blur,6005,9,121,0.0415614814505914,-0.11639209245717619
llava_cot,zoom_blur,6006,7,54,0.032577665571350334,-0.09852180073901388
llava_cot,zoom_blur,6007,9,201,0.055308864793648424,-0.15903330190924422
llava_cot,zoom_blur,6008,8,43,0.04304847230801067,-0.1186622311842601
llava_cot,zoom_blur,6009,5,18,0.009338284817787966,-0.03599658271085898
llava_cot,zoom_blur,6010,5,132,0.04885430889660734,-0.1506761297614094
llava_cot,zoom_blur,6011,9,127,0.05599477864810471,-0.17053955760088313
llava_cot,zoom_blur,6012,5,86,0.01938090093030263,-0.06655886055454129
llava_cot,zoom_blur,6013,8,42,0.04052363213426261,-0.11459384997596316
llava_cot,zoom_blur,6014,2,137,0.024310225649195365,-0.08088114449982685
llava_cot,zoom_blur,6015,5,24,0.011556368538004822,-0.03743385484828468
llava_cot,zoom_blur,6016,9,194,0.08995320667086566,-0.18712703122469124
llava_cot,zoom_blur,6017,9,101,0.04960054351673926,-0.1415644636852644
llava_cot,zoom_blur,6018,2,153,0.019338114155970317,-0.06099804378731449
llava_cot,zoom_blur,7001,7,125,0.049889562495420176,-0.15678723871327443
llava_cot,zoom_blur,7002,0,181,0.018087096982324767,-0.06057473498783795
llava_cot,zoom_blur,7003,5,78,0.009268815236043254,-0.032559353708427954
llava_cot,zoom_blur,7004,5,114,0.014479732634909932,-0.044906928509303216
llava_cot,zoom_blur,7005,9,189,0.05213260682702687,-0.1255533663160531
llava_cot,zoom_blur,7006,9,229,0.12421568411722828,-0.21637756799324037
llava_cot,zoom_blur,7007,0,119,0.03775119757391473,-0.12500771393029653
llava_cot,zoom_blur,7008,2,91,0.06469911345015597,-0.11510905517705208
llava_cot,zoom_blur,7009,9,306,0.038775831350286095,-0.1212472677587182
llava_cot,zoom_blur,7010,8,33,0.09031598668694628,-0.12452967444781812
llava_cot,zoom_blur,7011,8,37,0.04941692195606227,-0.1414260573689638
llava_cot,zoom_blur,7012,7,221,0.06580415880645413,-0.16046757432867262
llava_cot,zoom_blur,7013,8,35,0.07921312836836533,-0.11531173975923789
llava_cot,zoom_blur,7014,9,92,0.03978488773851241,-0.11718889307363245
llava_cot,zoom_blur,7015,9,140,0.05035948330489237,-0.14701831802405096
llava_cot,zoom_blur,7016,5,48,0.02387025857128255,-0.07507576879242436
llava_cot,zoom_blur,7017,2,51,0.020999230077902397,-0.07046761965719112
llava_cot,zoom_blur,7018,2,134,0.03608078317137064,-0.11569316223871814
llava_cot,zoom_blur,7019,3,173,0.036070757336222746,-0.10775141856252085
llava_cot,zoom_blur,7020,2,82,0.021261631758609366,-0.06887710182355622
llava_cot,zoom_blur,8001,7,89,0.037445649485073645,-0.11458822330987971
llava_cot,zoom_blur,8002,0,124,0.02491173112022339,-0.0841423216204268
llava_cot,zoom_blur,8003,2,95,0.03959389988738081,-0.11681428636750255
llava_cot,zoom_blur,8004,8,47,0.03958893584308139,-0.10711305343429765
llava_cot,zoom_blur,8005,8,81,0.03913173199116359,-0.07118850818573937
llava_cot,zoom_blur,8006,2,61,0.017605250183358834,-0.059997725327365865
llava_cot,zoom_blur,8007,0,296,0.022274206178287626,-0.0768809160469905
llava_cot,zoom_blur,8008,0,291,0.04035366687856366,-0.1075450056491027
llava_cot,zoom_blur,8009,2,105,0.031186287348151983,-0.0975283123356141
llava_cot,zoom_blur,8010,5,47,0.0161329963668235,-0.05458919231499851
llava_cot,zoom_blur,8011,8,116,0.057569685239128816,-0.12785103474066434
llava_cot,zoom_blur,8012,8,14,0.024909879839949457,-0.06177893020059823
llava_cot,zoom_blur,8013,8,84,0.08212562265451957,-0.15629248050621694
llava_cot,zoom_blur,8014,2,262,0.06917084424459595,-0.134140070068987
llava_cot,zoom_blur,8015,5,1,0.0,0.0
llava_cot,zoom_blur,8016,7,72,0.03617733978234569,-0.11241548437566573
llava_cot,zoom_blur,8017,9,113,0.04971416676173571,-0.09920147515782053
llava_cot,zoom_blur,9001,2,12,0.013898431577507442,-0.04429239515231875
llava_cot,zoom_blur,9002,0,132,0.0383907246020916,-0.12989595614100335
llava_cot,zoom_blur,9003,2,87,0.028963396719417844,-0.09350667826811114
llava_cot,zoom_blur,9004,4,214,0.056074707742850075,-0.10382197417085146
llava_cot,zoom_blur,9005,4,112,0.031492449387506956,-0.10540591869682084
llava_cot,zoom_blur,9006,7,99,0.03801011151072376,-0.11227119726172638
llava_cot,zoom_blur,9007,6,63,0.031661416108375945,-0.10101174477845386
llava_cot,zoom_blur,9008,0,106,0.035137753742997734,-0.11273706728042181
llava_cot,zoom_blur,9009,4,14,0.009966619244537367,-0.034324613817121936
llava_cot,zoom_blur,9010,9,157,0.06078668645306225,-0.1264809907178701
llava_cot,zoom_blur,9011,4,66,0.05243157439784913,-0.15791347638858055
llava_cot,zoom_blur,9012,8,5,0.3980552190459622,-0.03833127976780364
llava_cot,zoom_blur,9013,2,53,0.06514545733555221,-0.11556742732337309
llava_cot,zoom_blur,9014,0,112,0.03328849528555126,-0.10783576285641636
llava_cot,zoom_blur,9015,5,4,0.0005828753022408275,-0.002349572535110476
llava_cot,zoom_blur,9016,4,161,0.038054096565834486,-0.11602813838838338
llava_cot,zoom_blur,9017,5,52,0.0,0.0
llava_cot,zoom_blur,9018,2,58,0.032970070673912215,-0.09980807937611834
llava_cot,zoom_blur,9019,4,208,0.047728491783624,-0.11333586557530263
llava_cot,zoom_blur,9020,7,162,0.06666711825386025,-0.15298054959795443
llava_cot,zoom_blur,9021,4,172,0.04027296846780641,-0.12318607191946461
qwen2_5_vl,zoom_blur,1001,9,230,0.11272284419041188,-0.21449102685249008
qwen2_5_vl,zoom_blur,1002,7,320,0.06430454541923174,-0.16600479716522018
qwen2_5_vl,zoom_blur,1003,2,81,0.03906939452870284,-0.12019078927555528
qwen2_5_vl,zoom_blur,1004,9,250,0.07978566821608628,-0.19677697837157812
qwen2_5_vl,zoom_blur,1005,9,250,0.09971358431645665,-0.21795363523512437
qwen2_5_vl,zoom_blur,1006,5,32,0.00842523765750982,-0.0262536636210817
qwen2_5_vl,zoom_blur,1007,2,179,0.03560808352699237,-0.10529790781003993
qwen2_5_vl,zoom_blur,1008,7,114,0.02730696931846866,-0.08811319881113844
qwen2_5_vl,zoom_blur,1009,6,231,0.05862403003194006,-0.18288100802759538
qwen2_5_vl,zoom_blur,1010,2,136,0.0411144938073597,-0.12602380843116334
qwen2_5_vl,zoom_blur,1011,0,300,0.044517203598415225,-0.14202177652422393
qwen2_5_vl,zoom_blur,1012,7,127,0.043858360935599076,-0.1290908894259001
qwen2_5_vl,zoom_blur,1013,2,63,0.07638976614670863,-0.14639464269398741
qwen2_5_vl,zoom_blur,1014,2,97,0.03536132683055328,-0.1057420124378581
qwen2_5_vl,zoom_blur,1015,8,234,0.04506433146228296,-0.13700931035945677
qwen2_5_vl,zoom_blur,1016,7,188,0.037351457210559665,-0.11842772727677342
qwen2_5_vl,zoom_blur,1017,8,152,0.09619437133738973,-0.17757334843713662
qwen2_5_vl,zoom_blur,1018,2,154,0.045502806505735606,-0.10749683058963778
qwen2_5_vl,zoom_blur,1019,0,353,0.034148821238553714,-0.11457213922730418
qwen2_5_vl,zoom_blur,2001,6,188,0.05741060183258397,-0.18361545067106552
qwen2_5_vl,zoom_blur,2002,0,18,0.011735220671909213,-0.036927700694222104
qwen2_5_vl,zoom_blur,2003,2,178,0.056302820334228273,-0.17235890721178485
qwen2_5_vl,zoom_blur,2004,0,115,0.047353624755537845,-0.14739989803626305
